q_id,question,golden_answer,run_name,model_name,provider,mode,answer,success,abstained,error_message,latency_seconds,tokens_in,tokens_out,tokens_total,finish_reason,n_retrieved_chunks,retrieved_chunk_ids,citations_in_answer,citation_count,response_length_words,prompt_version,seed,created_at
11,Identify the primary products and services associated with Sewon America Inc. across its different operational sites in Georgia.,"Sewon America Inc. offers different products and services across its Georgia locations
Atlanta, Fulton County: Automotive aftermarket parts
Athens, Clarke County: Motor vehicle engines and parts
Marietta, Cobb County: Fire truck bodies",qwen14b_rag,qwen2.5:14b,ollama,rag,"Primary products and services associated with Sewon America Inc. across its different operational sites in Georgia are:

1. Motor vehicle engines and parts [E2]
2. Fire truck bodies [E3]",True,False,,2.137,2525,41,2566,stop,8,"structured-summary::baea80e532bd,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::159,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::160,27eb95fd-0434-59f7-bacb-da618c96348d,50b33f31-5a72-5b4c-ab69-9ec402934815,6100f0bd-f350-5a5f-a876-dd6b6f3a4055,222dcbf4-5c1b-5603-989f-0689b7e318eb,49fed59a-1960-5ac1-a5bf-97f1da05238f","E2,E3",2,29,v2,42,2026-04-03T01:10:56.744422+00:00
12,List all Tier 2/3 companies in Georgia with primary involvement in the electric vehicle or battery supply chain and specify their respective roles.,"There are 3 companies with primary involvement in the electric vehicle or battery supply chain.

Duckyang | Role: General Automotive
GSC Steel Stamping LLC | Role: Power Electronics
Enchem America Inc. | Role: General Automotive",qwen14b_rag,qwen2.5:14b,ollama,rag,"- Company: Ascend Elements | Category: Tier 2/3 | EV Supply Chain Role: General Automotive | Location: Dalton, Whitfield County | EV / Battery Relevant: Indirect [E1][E2]
- Company: FREYR Battery | Category: Tier 2/3 | EV Supply Chain Role: General Automotive | Location: Senoia, Coweta County | EV / Battery Relevant: Indirect [E1][E2]

Insufficient evidence to list more companies as the provided evidence only specifies two companies that are indirectly relevant to the EV or battery supply chain. The rest of the listed companies in Georgia are categorized as having no direct relevance to EV or batteries despite being part of the Tier 2/3 automotive supply chain [E1][E2].",True,True,,4.015,1934,160,2094,stop,12,"structured-summary::7560701d0813,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::1,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::2,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::3,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::4,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::5,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::6,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::7","E1,E2",2,109,v2,42,2026-04-03T01:11:00.760297+00:00
13,"Show the full supplier network linked to Rivian Automotive in Georgia, broken down by tier and EV Supply Chain Role.","There are 5 companies linked to Rivian Automotive in Georgia.

Duckyang [Tier 2/3] | Role: General Automotive
Enchem America Inc. [Tier 2/3] | Role: General Automotive
GSC Steel Stamping LLC [Tier 2/3] | Role: Power Electronics
Hyundai Transys Georgia Powertrain [Tier 1/2] | Role: Thermal Management
Racemark International LLC [Tier 1] | Role: General Automotive",qwen14b_rag,qwen2.5:14b,ollama,rag,"**Tier 1/2 Suppliers:**

- **Hyundai Transys Georgia Powertrain**
  - EV Supply Chain Role: Thermal Management [E6]
  - Primary OEMs: Hyundai Kia Rivian [E6]
  - Product / Service: Electrical heaters, control units, and actuators [E6]
  - Location: West Point, Troup County [E6]
  - Employment: 130 [E6]

- **Hyundai Transys Georgia Seating Systems**
  - EV Supply Chain Role: General Automotive [E5]
  - Primary OEMs: Multiple OEMs [E5]
  - Product / Service: Automotive electronics, resonators, capacitors, resistors, electronics and electronic parts [E5]
  - Location: Rome, Floyd County [E5]
  - Employment: 110 [E5]

**Tier 2/3 Suppliers:**

- **Duckyang**
  - EV Supply Chain Role: General Automotive [E8]
  - Primary OEMs: Hyundai Kia Rivian [E8]
  - Product / Service: High-quality electrodeposited (ED) copper foil for electric vehicles [E8]
  - Location: Savannah, Chatham County [E8]
  - Employment: 250 [E8]

- **GEDIA Georgia LLC**
  - EV Supply Chain Role: General Automotive [E7]
  - Primary OEMs: Multiple OEMs [E7]
  - Product / Service: Automotive stampings [E7]
  - Location: Cumming, Forsyth County [E7]
  - Employment: 100 [E7]

**Tier 1 Original Equipment Manufacturer (OEM):**

- **Suzuki Manufacturing of America Corp.**
  - EV Supply Chain Role: Vehicle Assembly [E2][E1]
  - Primary OEMs: Rivian Automotive [E2]
  - Product / Service: Electric vehicle assembly plant [E2]
  - Location: Rome, Douglas County [E2]
  - Employment: 7500 [E2]",True,False,,8.657,1373,432,1805,stop,12,"structured-summary::4dfac262b52a,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::172,10bfe711-648d-52f7-855d-4f07ed884d5b,f916d66d-9918-5fb4-ae0f-cd60f52b02c9,dfe8c98a-85e3-580b-ac17-e3fa6cea1c3a,ed6d077c-5f08-5a34-9165-9055139ec903,296de007-4883-5297-88e2-0d4bdb5ee560,7ed0905c-0e8a-51e6-a0df-994537de8ebf","E6,E5,E8,E7,E2,E1",6,212,v2,42,2026-04-03T01:11:09.418053+00:00
14,"Which Georgia companies produce battery materials such as anodes, cathodes, electrolytes, or copper foil, and what tier are they classified as?","There are 6 Georgia companies producing battery materials such as anodes, cathodes, electrolytes, or copper foil.

Down 2 Earth Trailers [Tier 2/3]
Duckyang [Tier 2/3]
Enplas USA Inc. [Tie 2/3]
F&P Georgia Manufacturing [Tier 1/2]
Hollingsworth & Vose Co. [Tier 1/2]
IMMI [Tier 1/2]",qwen14b_rag,qwen2.5:14b,ollama,rag,"Insufficient evidence: No companies in Georgia are listed as producing battery materials such as anodes, cathodes, electrolytes, or copper foil. [E1][E2][E3][E4][E5][E6][E7][E8]",True,True,,1.827,1520,55,1575,stop,12,"structured-summary::2f5fd01d1600,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::11,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::12,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::13,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::15,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::17,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::18,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::20","E1,E2,E3,E4,E5,E6,E7,E8",8,21,v2,42,2026-04-03T01:11:11.245084+00:00
15,Identify all Georgia companies with an EV Supply Chain Role related to wiring harnesses and show their Primary OEMs.,"There are 2 Georgia companies with an EV Supply Chain Role related to wiring harnesses.

WIKA USA | Primary OEMs: not listed
Woodbridge Foam Corp. | Primary OEMs: not listed",qwen14b_rag,qwen2.5:14b,ollama,rag,Insufficient evidence: No companies related to wiring harnesses are mentioned in the provided evidence.,True,True,,1.558,2216,19,2235,stop,12,"structured-summary::58ce8eb15e13,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::1,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::2,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::3,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::4,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::5,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::6,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::7",,0,14,v2,42,2026-04-03T01:11:12.803639+00:00
16,Find Georgia-based Tier 1 or Tier 1/2 suppliers capable of producing battery electrolytes or lithium-ion battery materials with existing OEM contracts.,"There are 6 Georgia Tier 1 or 1/2 suppliers capable of producing battery electrolytes or lithium-ion battery materials.

F&P Georgia Manufacturing [Tier 1/2] | OEMs: Hyundai Kia
Hitachi Astemo Americas Inc. [Tier 1/2] | OEMs: Hyundai Kia
Hollingsworth & Vose Co. [Tier 1/2] | OEMs: Hyundai Kia
Honda Development & Manufacturing [Tier 1/2] | OEMs: Hyundai Kia
Hyundai Motor Group [Tier 1/2] | OEMs: Hyundai Kia
IMMI [Tier 1/2] | OEMs: Hyundai Kia",qwen14b_rag,qwen2.5:14b,ollama,rag,Insufficient evidence: No companies match the criteria of producing battery electrolytes or lithium-ion battery materials with existing OEM contracts in Georgia. [E1][E2][E3][E4],True,True,,2.156,2573,40,2613,stop,12,"structured-summary::5fa9cb7b78cc,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::137,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::142,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::163,0660f09f-b71a-5ecd-b49f-e7114732c8db,b7fca5ec-9dbf-5142-9c78-5ef5323c2466,64c62506-d9f1-50a2-90f8-ea95fc9a7d92,841641d1-6c5d-51ff-9408-e16db0b9a940","E1,E2,E3,E4",4,22,v2,42,2026-04-03T01:11:14.960569+00:00
17,Which Georgia companies manufacture high-voltage wiring harnesses or EV electrical distribution components suitable for BEV platforms?,"There are 2 Georgia companies manufacturing high-voltage wiring harnesses or EV electrical distribution components suitable for BEV platforms

WIKA USA
Woodbridge Foam Corp.",qwen14b_rag,qwen2.5:14b,ollama,rag,"WIKA USA [E3], Yachiyo Manufacturing of America LLC [E2]",True,False,,1.819,2648,19,2667,stop,12,"structured-summary::f02febfaf50b,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::199,3fa0c1fd-3be3-5521-8a9b-ecbbb5b8a751,b7fca5ec-9dbf-5142-9c78-5ef5323c2466,0660f09f-b71a-5ecd-b49f-e7114732c8db,ecafe0be-18ad-5699-8070-13a5b6182bc8,557b25a9-8227-5f7a-91d7-9385a84a3388,eab3389a-e244-50a3-ba71-3714a74dfa04","E3,E2",2,9,v2,42,2026-04-03T01:11:16.779940+00:00
18,Identify Georgia Tier 2/3 companies in the Electronic and Electrical Equipment industry group that could be upgraded to supply EV power electronics.,No Georgia Tier 2/3 companies are classified under the Electronic and Other Electrical Equipment industry group.,qwen14b_rag,qwen2.5:14b,ollama,rag,"GSC Steel Stamping LLC | Gainesville, Hall County | Employment: 350 [E2]",True,False,,1.899,2672,24,2696,stop,12,"structured-summary::80a2d46beddc,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::69,b7fca5ec-9dbf-5142-9c78-5ef5323c2466,0660f09f-b71a-5ecd-b49f-e7114732c8db,3fa0c1fd-3be3-5521-8a9b-ecbbb5b8a751,2473a755-88a8-5ca8-b027-6a1767d1a1a3,d3345981-c534-5e20-a705-007516857a81,890639d3-3a42-5352-b14a-04c7ffa5503f",E2,1,12,v2,42,2026-04-03T01:11:18.680071+00:00
19,Find Georgia-based companies that manufacture copper foil or electrodeposited materials suitable for EV battery current collectors.,"There is 1 company in Georgia specifically identified for the manufacture of materials suitable for EV battery current collectors:
Duckyang",qwen14b_rag,qwen2.5:14b,ollama,rag,Insufficient evidence: No companies manufacturing copper foil or electrodeposited materials suitable for EV battery current collectors are listed in the provided evidence.,True,True,,1.343,1511,28,1539,stop,12,"structured-summary::ebbed9487946,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::11,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::12,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::13,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::15,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::17,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::18,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::20",,0,22,v2,42,2026-04-03T01:11:20.023922+00:00
20,"Which Georgia Tier 1/2 companies produce engineered plastics, polymers, or composite materials applicable to EV structural or thermal components?","No Georgia Tier 1/2 companies are explicitly identified as producing engineered plastics, polymers, or composite materials applicable to EV structural or thermal components.",qwen14b_rag,qwen2.5:14b,ollama,rag,"Company: PHA Body Systems LLC | Product / Service: Plastic fuel tanks and sunroofs [E3]
Company: Panasonic Automotive Systems Co. | Product / Service: Fluid carrying systems; steel pipe and tubes; powertrain and plastic tank systems [E2]",True,False,,2.436,2518,55,2573,stop,12,"structured-summary::4de97c3ee8bb,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::137,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::142,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::163,0660f09f-b71a-5ecd-b49f-e7114732c8db,2473a755-88a8-5ca8-b027-6a1767d1a1a3,b7fca5ec-9dbf-5142-9c78-5ef5323c2466,3fa0c1fd-3be3-5521-8a9b-ecbbb5b8a751","E3,E2",2,37,v2,42,2026-04-03T01:11:22.460214+00:00
21,Find Georgia suppliers with existing Hyundai Kia contracts that could be expanded to support Hyundai Metaplant's EV battery production ramp-up.,"There are 12 companies with existing Hyundai Kia contracts that could be expanded to support Hyundai Metaplant's EV battery production ramp-up.

F&P Georgia Manufacturing
Duckyang
GSC Steel Stamping LLC
Hitachi Astemo Americas Inc.
Hollingsworth & Vose Co.
Honda Development & Manufacturing
Hyundai Motor Group
Hyundai Transys Georgia Powertrain
IMMI
Enchem America Inc.
Racemark International LLC
Superior Essex Inc.",qwen14b_rag,qwen2.5:14b,ollama,rag,"F&P Georgia Manufacturing | Category: Tier 1/2 | Industry Group: Primary Metal Industries | EV Supply Chain Role: Battery Pack | Product / Service: Lithium-ion battery recycler and raw materials provider | Location: Rome, Floyd County | Employment: 104 [E2]

Hitachi Astemo Americas Inc. | Category: Tier 1/2 | Industry Group: Electronic and Other Electrical Equipment and Components | EV Supply Chain Role: Battery Cell | Product / Service: Battery cells for electric mobility | Location: Shorter | Employment: 723 [E3]

Hollingsworth & Vose Co. | Category: Tier 1/2 | Industry Group: Electronic and Other Electrical Equipment and Components | EV Supply Chain Role: Battery Pack | Product / Service: Lithium-ion battery materials | Location: Hawkinsville, Pulaski County | Employment: 400 [E4]

Honda Development & Manufacturing | Category: Tier 1/2 | Industry Group: Electronic and Other Electrical Equipment and Components | EV Supply Chain Role: Battery Cell | Product / Service: Battery cells for electric mobility | Location: Tallapoosa, Cherokee County | Employment: 400 [E5]

Hyundai Motor Group | Category: Tier 1/2 | Industry Group: Electronic and Other Electrical Equipment and Components | EV Supply Chain Role: Battery Pack | Product / Service: Battery parts for electric vehicles | Location: Ellabell, Bryan County | Employment: 164 [E6]

IMMI | Category: Tier 1/2 | Industry Group: Electronic and Other Electrical Equipment and Components | EV Supply Chain Role: Battery Pack | Product / Service: Battery electrolyte | Location: Dublin, Laurens County | Employment: 100 [E7]",True,False,,7.462,1346,366,1712,stop,12,"structured-summary::0a640365ea4a,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::53,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::76,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::77,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::78,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::83,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::86,3fa0c1fd-3be3-5521-8a9b-ecbbb5b8a751","E2,E3,E4,E5,E6,E7",6,244,v2,42,2026-04-03T01:11:29.922418+00:00
22,"Identify Georgia companies producing DC-to-DC converters, capacitors, or power electronics components relevant to EV drivetrains and what tier is each assigned?","There are 3 Georgia companies producing DC-to-DC converters, capacitors, or power electronics components relevant to EV drivetrains.

GSC Steel Stamping LLC [Tier 2/3]
Hyundai MOBIS (Georgia) [Tier 1/2]
Hyundai Transys Georgia Seating Systems [Tier 1/2]",qwen14b_rag,qwen2.5:14b,ollama,rag,"Company: GSC Steel Stamping LLC | Tier: Tier 2/3 | Product / Service: DC-to-DC converters [E2]

No other companies in Georgia producing DC-to-DC converters, capacitors, or power electronics components relevant to EV drivetrains were listed with specific tier assignments. [Insufficient evidence: No additional matches found for the specified criteria.]",True,True,,2.853,2554,77,2631,stop,12,"structured-summary::117191579b12,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::69,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::201,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::204,3fa0c1fd-3be3-5521-8a9b-ecbbb5b8a751,b7fca5ec-9dbf-5142-9c78-5ef5323c2466,2473a755-88a8-5ca8-b027-6a1767d1a1a3,dfa1f175-2cfb-5fb5-b47b-aee6f50b9e93",E2,1,49,v2,42,2026-04-03T01:11:32.776669+00:00
23,"Which Georgia companies provide powder coating-related products or services, and what tier are they classified under?","There is only 1 company that provides powder coating-related products or services
Archer Aviation Inc. | Category: Tier 2/3",qwen14b_rag,qwen2.5:14b,ollama,rag,Insufficient evidence: No companies provide powder coating-related products or services in the provided evidence.,True,True,,1.609,2274,19,2293,stop,12,"structured-summary::a3278237ccf0,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::1,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::2,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::3,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::4,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::5,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::6,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::7",,0,14,v2,42,2026-04-03T01:11:34.386033+00:00
24,"Which Georgia companies manufacture battery parts or enclosure systems and are classified as Tier 1/2, making them ready for direct OEM engagement and show which Primary OEMs they are linked to.","There are 6 Georgia companies manufacturing battery parts or enclosure systems and are classified as Tier 1/2, making them ready for direct OEM engagement.

F&P Georgia Manufacturing | OEMs: Hyundai Kia
Hitachi Astemo Americas Inc. | OEMs: Hyundai Kia
Hollingsworth & Vose Co. | OEMs: Hyundai Kia
Honda Development & Manufacturing | OEMs: Hyundai Kia
Hyundai Motor Group | OEMs: Hyundai Kia
IMMI | OEMs: Hyundai Kia",qwen14b_rag,qwen2.5:14b,ollama,rag,Insufficient evidence: No companies in Georgia manufacture battery parts or enclosure systems and are classified as Tier 1/2 according to provided data.,True,True,,1.814,2334,29,2363,stop,12,"structured-summary::ae14079b2c43,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::1,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::2,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::3,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::4,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::5,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::6,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::7",,0,22,v2,42,2026-04-03T01:11:36.201008+00:00
25,Find Tier 2/3 Georgia-based suppliers with employment over 300 that are classified as General Automotive but produce components transferable to EV platforms.,"There are 8 Tier 2/3 Georgia-based suppliers with employment over 300 that are classified as General Automotive but produce components transferable to EV platforms.

Arising Industries Inc. | Employment: 582
Dinex Emissions Inc. | Employment: 500
ACM Georgia LLC | Employment: 400
Dongwon Autopart Technology Georgia LLC | Employment: 315
FOX Factory | Employment: 345
AVS | Employment: 310
Flambeau Inc. | Employment: 700
Grudem | Employment: 807",qwen14b_rag,qwen2.5:14b,ollama,rag,"Arising Industries Inc., AVS, Flambeau Inc., Fouts Brothers Fire Equipment, Grudem, Joon Georgia, Inc., JTEKT North America Corp., Kautex Inc., KTX America Corporation, Kumho Tire USA Inc., Kyungshin America Corp., Lark United Manufacturing Inc., Lear Corporation, Lehigh Technologies Inc., Linde + Wiemann, Lund International Inc. (listed twice), Mack Trucks, Magna International, Mercedes-Benz USA LLC, Milliken & Co./Valway Plant, Minebea AccessSolutions USA Inc., MAT Heavy Duty, Maxxis International USA [E1][E2][E3][E4][E5][E6]",True,False,,4.163,2531,144,2675,stop,12,"structured-summary::b93fc0c4e563,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::1,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::2,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::3,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::4,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::5,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::6,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::7","E1,E2,E3,E4,E5,E6",6,69,v2,42,2026-04-03T01:11:40.365219+00:00
26,Identify Georgia Tier 2/3 companies in the Chemicals and Allied Products industry group and list their products.,"There are 2 Georgia Tier 2/3 companies in Chemicals and Allied Products industry group.

Archer Aviation Inc. | Product: Powder coatings for automotive and other industries
Arising Industries Inc. | Product: Rubber powders for tires",qwen14b_rag,qwen2.5:14b,ollama,rag,Company: Arising Industries Inc. | Product / Service: Chemicals and Allied Products [E1][E2],True,False,,1.605,2034,25,2059,stop,12,"structured-summary::0d8bd8e5121a,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::1,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::2,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::3,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::4,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::5,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::6,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::7","E1,E2",2,13,v2,42,2026-04-03T01:11:41.970537+00:00
27,"Which EV Supply Chain Roles in Georgia are served by only a single company, creating a single-point-of-failure risk for the state's EV ecosystem?","There are 28 Supply Chain Roles in Georgia served by only a single company, creating a single-point-of-failure risk for the state's EV ecosystem

Role: Advanced electrical architecture for EVs | Only company: Yamaha Motor Manufacturing Corp.
Role: Body and chassis components for EV and ICE OEMs | Only company: Vanguard National Trailer Corp.
Role: Charging Infrastructure | Only company: Morgan Corp.
Role: EV and ICE component manufacturing | Only company: Vista Metals Corp.
Role: EV and ICE powertrain and HVAC components | Only company: Voestalpine Automotive Body Parts Inc.
Role: EV body, powertrain, and thermal components | Only company: ZF Gainesville LLC
Role: EV electrical distribution and interior systems | Only company: Yachiyo Manufacturing of America LLC
Role: EV sensors, braking, and control systems | Only company: YKK USA Inc.
Role: EV thermal management and power electronics | Only company: ZF Gainesville LLC
Role: EV thermal systems and electronics | Only company: ZF Gainesville LLC
Role: EV wiring harnesses and power distribution | Only company: Woodbridge Foam Corp.
Role: HV and LV wiring harnesses for EVs and ICE vehicles | Only company: WIKA USA
Role: High‑voltage EV connectors and electronics | Only company: Woory Industrial Co.
Role: Interior and exterior plastic parts | Only company: Wabash National Corp.
Role: Interior trim and textile components | Only company: Wheelabrator Group Inc.
Role: Machined components supporting EV and ICE vehicles | Only company: Trenton Pressing Inc.
Role: OEM corporate and engineering footprint (electrification) | Only company: Tie Down Engineering
Role: OEM corporate footprint and supplier integration | Only company: Trenton Pressing
Role: OEM corporate footprint influencing EV strategy | Only company: TI Fluid Systems
Role: OEM parent group footprint (EV + HD electrification) | Only company: TN Americas Holding Inc.
Role: OEM parent group footprint (electric truck strategy) | Only company: Toyota Industries Group (TACG-TICA)
Role: Plastic components for EV and ICE vehicles | Only company: Volvo Cars USA
Role: Power Electronics | Only company: GSC Steel Stamping LLC
Role: Power electronics, sensors, and EV systems | Only company: Yazaki North America
Role: Stamped and welded assemblies for OEMs | Only company: Vernay
Role: Stamped metal components for OEMs | Only company: Volvo Group North America
Role: Tier 1 automotive components | Only company: Valeo
Role: Vehicle safety systems OEM (EV + ICE) → Only company: TI Fluid Systems",qwen14b_rag,qwen2.5:14b,ollama,rag,"Materials:
- Ascend Elements [E1]
- Aspen Aerogels [E1]
- Aurubis [E1]
- Beaver Manufacturing Co. Inc. [E1]
- Blue Ridge Manufacturing [E1]
- Boogook Industries [E1]
- DAEHAN Solution Georgia LLC [E1]
- Daesol Ausys [E1]
- Decostar Industries [E1]
- Denkai America [E1]
- Die-Tech Industries Inc. [E1]
- Dinex Emissions Inc. [E1]
- Dongwon Autopart Technology Georgia LLC [E1]
- Dorsett Industries Inc. [E1]
- Ecoplastic Corporation [E1]
- Enchem America Inc. [E1]
- Erdrich USA Inc. [E1]
- EVCO Plastics [E1]

Battery Pack:
- F&P Georgia Manufacturing [E1]",True,False,,4.816,2137,192,2329,stop,12,"structured-summary::fba21b41b425,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::1,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::2,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::3,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::4,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::5,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::6,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::7",E1,1,92,v2,42,2026-04-03T01:11:46.787417+00:00
28,"Which Georgia Battery Cell or Battery Pack suppliers are sole-sourced by a specific OEM, indicating high dependency risk?","There are 6 Georgia Battery Cell or Battery Pack suppliers that are sole-sourced by a specific OEM, indicating high dependency risk.
• F&P Georgia Manufacturing | Role: Battery Pack | Primary OEM: Hyundai Kia
• Hitachi Astemo Americas Inc. | Role: Battery Cell | Primary OEM: Hyundai Kia
• Hollingsworth & Vose Co. | Role: Battery Pack | Primary OEM: Hyundai Kia
• Honda Development & Manufacturing | Role: Battery Cell | Primary OEM: Hyundai Kia
• Hyundai Motor Group | Role: Battery Pack | Primary OEM: Hyundai Kia
• IMMI | Role: Battery Pack | Primary OEM: Hyundai Kia",qwen14b_rag,qwen2.5:14b,ollama,rag,"Hitachi Astemo Americas Inc., Honda Development & Manufacturing

Explanation:
- Hitachi Astemo Americas Inc. is a Battery Cell supplier for Hyundai Kia [E3].
- Honda Development & Manufacturing is also a Battery Cell supplier for Hyundai Kia [E5].

No other sole-sourced suppliers by specific OEMs are listed in the evidence provided for Georgia's battery cell or pack roles.",True,False,,2.695,2226,78,2304,stop,12,"structured-summary::c6eb695e2656,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::53,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::76,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::77,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::78,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::83,structured-row::GNEM - Auto Landscape Lat Long Updated.xlsx::Sheet1::86,0660f09f-b71a-5ecd-b49f-e7114732c8db","E3,E5",2,58,v2,42,2026-04-03T01:11:49.483440+00:00
