question,reference_answer,reference_source,answer,latency_seconds,success,error_message,answer_accuracy,faithfulness,response_groundedness,grounded_claim_ratio,unsupported_claim_ratio,contradicted_claim_ratio
"List all companies located in Troup County and include their Category, EV Supply Chain Role, and Employment.","ADVICS Manufacturing Georgia LLC | Category: Tier 2/3 | EV Supply Chain Role: General Automotive | Employment: 150 Aspen Aerogels | Category: Tier 2/3 | EV Supply Chain Role: Materials | Employment: 414 Aurubis | Category: Tier 2/3 | EV Supply Chain Role: Materials | Employment: 400 Bonnell Aluminum | Category: Tier 2/3 | EV Supply Chain Role: General Automotive | Employment: 266 Denso Manufacturing Georgia | Category: Tier 2/3 | EV Supply Chain Role: General Automotive | Employment: 105 Joon Georgia, Inc. | Category: Tier 1 | EV Supply Chain Role: General Automotive | Employment: 900 Kumho Tire USA Inc. | Category: Tier 1 | EV Supply Chain Role: General Automotive | Employment: 730 Kyungshin America Corp. | Category: Tier 1 | EV Supply Chain Role: General Automotive | Employment: 700 Linde + Wiemann | Category: Tier 1 | EV Supply Chain Role: General Automotive | Employment: 515 NIFCO KTW America Corp. | Category: Tier 1 | EV Supply Chain Role: General Automotive | Employment: 300 PAI Industries Inc. | Category: Tier 1 | EV Supply Chain Role: General Automotive | Employment: 198 PPG Industries Inc. | Category: Tier 1 | EV Supply Chain Role: General Automotive | Employment: 120 Sejong Georgia LLC | Category: Tier 1 | EV Supply Chain Role: General Automotive | Employment: 90 Stryten Energy | Category: Tier 1 | EV Supply Chain Role: General Automotive | Employment: 50 TCI Powder Coatings | Category: OEM | EV Supply Chain Role: Vehicle Assembly | Employment: 3,000",golden,ERROR: model 'qwen3.8b' not found (status code: 404),0.01,False,model 'qwen3.8b' not found (status code: 404),,,,,,
Which counties have the highest number of Tier 1 suppliers? Return the county counts and the top 5 counties.,County counts: Troup County: 9 Gwinnett County: 6 Hall County: 5 Chatham County: 4 Floyd County: 4 Bartow County: 3 Bulloch County: 2 Carroll County: 2 Coweta County: 2 Dade County: 2 Davis County: 2 Effingham County: 2 Franklin County: 2 Fulton County: 2 Harris County: 2 Hart County: 2 Laurens County: 2 Meriwether County: 2 Whitfield County: 2 Appling County: 1 Bibb County: 1 Candler County: 1 Cherokee County: 1 Clarke County: 1 Cobb County: 1 Coffee County: 1 Crisp County: 1 Fannin County: 1 Fayette County: 1 Gordon County: 1 Grady County: 1 Haralson County: 1 Liberty County: 1 Newton County: 1 Pike County: 1 Polk County: 1 Richmond County: 1 Stephens County: 1 Walker County: 1 Walton County: 1 Top 5 counties: Troup County: 9 Gwinnett County: 6 Hall County: 5 Chatham County: 4 Floyd County: 4,golden,ERROR: model 'qwen3.8b' not found (status code: 404),0.01,False,model 'qwen3.8b' not found (status code: 404),,,,,,
Show all companies located in Gwinnett County and include their Industry Group and Product / Service.,"Arising Industries Inc. | Industry Group: Chemicals and Allied Products | Product / Service: Rubber powders for tires Continental Tire the Americas LLC | Industry Group: Rubber and Miscellaneous Plastic Products | Product / Service: Automotive gaskets and parts, protective film applications Daesol Material Georgia, LLC | Industry Group: Rubber and Miscellaneous Plastic Products | Product / Service: Tires Grudem | Industry Group: Machinery Except Electrical | Product / Service: Sensors for mobile hydraulic applications Inalfa Roof Systems Inc. | Industry Group: Electronic and Other Electrical Equipment and Components | Product / Service: Automotive electronic safety systems MAT Heavy Duty | Industry Group: Transportation Equipment | Product / Service: Vehicle protection and interior comfort products Michelin Tread Technologies | Industry Group: Transportation Equipment | Product / Service: Ventvisors, hood shields, floor mats, automotive accessories Morgan Corp. | Industry Group: Transportation Equipment | Product / Service: Engine components, turbochargers, exhaust parts and other automotive parts Novelis Inc. | Industry Group: Transportation Equipment | Product / Service: Acoustic and thermally effective automotive components Propex Operating Co. LLC | Industry Group: Transportation Equipment | Product / Service: Ventvisors, hood shields, floor mats, automotive accessories QSR Inc. | Industry Group: Transportation Equipment | Product / Service: Functional aftermarket accessories for trucks and SUVs",golden,ERROR: model 'qwen3.8b' not found (status code: 404),0.01,False,model 'qwen3.8b' not found (status code: 404),,,,,,
Identify all companies in Hall County and list their Primary Facility Type and EV / Battery Relevant status.,Boogook Industries | Primary Facility Type: Manufacturing Plant | EV / Battery Relevant: No DAS Corp. | Primary Facility Type: Manufacturing Plant | EV / Battery Relevant: Indirect GSC Steel Stamping LLC | Primary Facility Type: Manufacturing Plant | EV / Battery Relevant: Yes HELLA Automotive Sales Inc. | Primary Facility Type: Manufacturing Plant | EV / Battery Relevant: No Lark United Manufacturing Inc. | Primary Facility Type: Manufacturing Plant | EV / Battery Relevant: Indirect Mobis Alabama LLC | Primary Facility Type: Manufacturing Plant | EV / Battery Relevant: Indirect Nisshinbo Automotive Manufacturing Inc. | Primary Facility Type: Manufacturing Plant | EV / Battery Relevant: No Novelis Inc. | Primary Facility Type: Manufacturing Plant | EV / Battery Relevant: Indirect Rivian Automotive | Primary Facility Type: Manufacturing Plant | EV / Battery Relevant: No,golden,ERROR: model 'qwen3.8b' not found (status code: 404),0.01,False,model 'qwen3.8b' not found (status code: 404),,,,,,
Which cities have both Tier 1 and Tier 2/3 companies present? Provide the city names and the matching companies.,"Athens: Tier 1 = Sewon America Inc. | Tier 2/3 = Goodyear Tire & Rubber Co. Atlanta: Tier 1 = SRG Global Inc.; Sewon America Inc. | Tier 2/3 = Elan Technology Inc. Augusta: Tier 1 = Magna International | Tier 2/3 = Bridgestone Bandag; Duckyang; EVCO Plastics Buchanan: Tier 1 = Lyle Industries Inc. | Tier 2/3 = Decostar Industries Calhoun: Tier 1 = Racemark International LLC | Tier 2/3 = ACM Georgia LLC; ALBAform Inc.; DeKalb Tool & Die Inc. Canton: Tier 1 = JTEKT North America Corp. | Tier 2/3 = Blue Ridge Manufacturing Carnesville: Tier 1 = Pirelli Tire North America LLC; SKF USA Inc. | Tier 2/3 = Freudenberg-NOK Cartersville: Tier 1 = Lear Corporation; Panasonic Automotive Systems Co.; Panduit Corp. | Tier 2/3 = Constellium Automotive USA; Down 2 Earth Trailers; Eaton Corp. Covington: Tier 1 = Murata Electronics North America Inc. | Tier 2/3 = DAEHAN Solution Georgia LLC; Daimler Truck North America; Enplas USA Inc.; FOX Factory Dalton: Tier 1 = Nile Automotive; Oneda Corp. | Tier 2/3 = Ajin Georgia; Anovion Technologies Dublin: Tier 1 = Mando America Corp.; SHIROKI North America Inc | Tier 2/3 = GLOVIS Georgia LLC Gainesville: Tier 1 = Lark United Manufacturing Inc.; Mobis Alabama LLC; Nisshinbo Automotive Manufacturing Inc.; Novelis Inc.; Rivian Automotive | Tier 2/3 = Boogook Industries; DAS Corp.; GSC Steel Stamping LLC; HELLA Automotive Sales Inc. Hinesville: Tier 1 = Panasonic Automotive Systems Co. | Tier 2/3 = Die-Tech Industries Inc. Lawrenceville: Tier 1 = MAT Heavy Duty; Michelin Tread Technologies; Morgan Corp.; Novelis Inc.; Propex Operating Co. LLC; QSR Inc. | Tier 2/3 = Arising Industries Inc.; Continental Tire the Americas LLC; Daesol Material Georgia, LLC; Grudem Macon: Tier 1 = Seoyon E-Hwa Interior Systems | Tier 2/3 = Arising Industries Inc.; SungEel Recycling Park Georgia Marietta: Tier 1 = Sewon America Inc. | Tier 2/3 = Daesol Ausys; FREYR Battery Monroe: Tier 1 = Jefferson Southern Corporation | Tier 2/3 = Big Tex Trailer Manufacturing Inc. Rome: Tier 1 = Lehigh Technologies Inc.; Lyle Industries Inc.; PIOLAX Corp.; Pak-Lite Inc. | Tier 2/3 = Bosal Industries Georgia; Ecoplastic Corporation; Global Powertrain Systems LLC Statesboro: Tier 1 = Lund International Inc./Ventshade Division; Peerless-Winsmith Inc. | Tier 2/3 = Aptiv; Ascend Elements",golden,ERROR: model 'qwen3.8b' not found (status code: 404),0.01,False,model 'qwen3.8b' not found (status code: 404),,,,,,
Find the counties that contain at least one Battery Pack company and list the Battery Pack companies in each county.,Decatur County: Hollingsworth & Vose Co. Henry County: Hyundai Motor Group Jackson County: IMMI Stephens County: F&P Georgia Manufacturing,golden,ERROR: model 'qwen3.8b' not found (status code: 404),0.01,False,model 'qwen3.8b' not found (status code: 404),,,,,,
Which county has the highest total Employment across all companies? Provide the county and the summed Employment.,"Fulton County | Total Employment: 21,300",golden,ERROR: model 'qwen3.8b' not found (status code: 404),0.01,False,model 'qwen3.8b' not found (status code: 404),,,,,,
Compute total Employment by EV Supply Chain Role for companies located in Fulton County.,"OEM corporate footprint influencing EV strategy: 19,600 Vehicle Assembly: 1,000 General Automotive: 700",golden,ERROR: model 'qwen3.8b' not found (status code: 404),0.01,False,model 'qwen3.8b' not found (status code: 404),,,,,,
List companies whose Location is reported as Georgia (or Georgia (facility presence)) and summarize their Category and EV Supply Chain Role.,"TI Fluid Systems | Location: Georgia (facility presence) | Category: OEM | EV Supply Chain Role: Vehicle safety systems OEM (EV + ICE) TN Americas Holding Inc. | Location: Georgia | Category: OEM (Footprint) | EV Supply Chain Role: OEM parent group footprint (EV + HD electrification) Toyota Industries Group (TACG-TICA) | Location: Georgia | Category: OEM (Footprint) | EV Supply Chain Role: OEM parent group footprint (electric truck strategy) Trenton Pressing | Location: Georgia | Category: OEM (Footprint) | EV Supply Chain Role: OEM corporate footprint and supplier integration Trenton Pressing Inc. | Location: Georgia | Category: OEM Supply Chain | EV Supply Chain Role: Machined components supporting EV and ICE vehicles Valeo | Location: Georgia | Category: OEM Supply Chain | EV Supply Chain Role: Tier 1 automotive components Vanguard National Trailer Corp. | Location: Georgia | Category: OEM Supply Chain | EV Supply Chain Role: Body and chassis components for EV and ICE OEMs Vernay | Location: Georgia | Category: OEM Supply Chain | EV Supply Chain Role: Stamped and welded assemblies for OEMs Vista Metals Corp. | Location: Georgia | Category: OEM Supply Chain | EV Supply Chain Role: EV and ICE component manufacturing Voestalpine Automotive Body Parts Inc. | Location: Georgia | Category: OEM Supply Chain | EV Supply Chain Role: EV and ICE powertrain and HVAC components Volvo Cars USA | Location: Georgia | Category: OEM Supply Chain | EV Supply Chain Role: Plastic components for EV and ICE vehicles Volvo Group North America | Location: Georgia | Category: OEM Supply Chain | EV Supply Chain Role: Stamped metal components for OEMs WIKA USA | Location: Georgia | Category: OEM Supply Chain | EV Supply Chain Role: HV and LV wiring harnesses for EVs and ICE vehicles Wabash National Corp. | Location: Georgia | Category: OEM Supply Chain | EV Supply Chain Role: Interior and exterior plastic parts Wheelabrator Group Inc. | Location: Georgia | Category: OEM Supply Chain | EV Supply Chain Role: Interior trim and textile components Woodbridge Foam Corp. | Location: Georgia | Category: OEM Supply Chain | EV Supply Chain Role: EV wiring harnesses and power distribution Woory Industrial Co. | Location: Georgia | Category: OEM Supply Chain | EV Supply Chain Role: High‑voltage EV connectors and electronics YKK USA Inc. | Location: Georgia | Category: OEM Footprint | EV Supply Chain Role: EV sensors, braking, and control systems Yachiyo Manufacturing of America LLC | Location: Georgia | Category: OEM Supply Chain | EV Supply Chain Role: EV electrical distribution and interior systems Yamaha Motor Manufacturing Corp. | Location: Georgia | Category: OEM Supply Chain | EV Supply Chain Role: Advanced electrical architecture for EVs Yazaki North America | Location: Georgia | Category: OEM Footprint | EV Supply Chain Role: Power electronics, sensors, and EV systems ZF Gainesville LLC | Location: Georgia | Category: OEM Supply Chain | EV Supply Chain Role: EV body, powertrain, and thermal components ZF Gainesville LLC | Location: Georgia | Category: OEM Supply Chain | EV Supply Chain Role: EV thermal management and power electronics ZF Gainesville LLC | Location: Georgia | Category: OEM Footprint | EV Supply Chain Role: EV thermal systems and electronics",golden,ERROR: model 'qwen3.8b' not found (status code: 404),0.01,False,model 'qwen3.8b' not found (status code: 404),,,,,,
Show the distribution of companies by County for EV / Battery Relevant = Yes only.,Bryan County: 2 Jackson County: 2 Columbia County: 1 Coweta County: 1 Decatur County: 1 Forsyth County: 1 Fulton County: 1 Gordon County: 1 Greene County: 1 Hall County: 1 Henry County: 1 Laurens County: 1 Newton County: 1 Richmond County: 1 Stephens County: 1 Walton County: 1,golden,ERROR: model 'qwen3.8b' not found (status code: 404),0.01,False,model 'qwen3.8b' not found (status code: 404),,,,,,
List all companies with Primary Facility Type = Headquarters (including North American Headquarters) and include their Location and Employment.,"Headquarters / North American Headquarters [3]: Minebea AccessSolutions USA Inc. | Facility Type: Headquarters | Location: Atlanta, Fulton County | Employment: 400 TI Fluid Systems | Facility Type: North American Headquarters | Location: Atlanta, Fulton County | Employment: 19,600 Tie Down Engineering | Facility Type: North American Headquarters | Location: Greensboro, Greene County | Employment: 2,000",golden,ERROR: model 'qwen3.8b' not found (status code: 404),0.01,False,model 'qwen3.8b' not found (status code: 404),,,,,,
"Which companies have Primary Facility Type = R&D, and what EV Supply Chain Role are they associated with?","R&D [1]: Racemark International LLC | EV Supply Chain Role: General Automotive | Location: Calhoun, Gordon County | Employment: 120",golden,ERROR: model 'qwen3.8b' not found (status code: 404),0.01,False,model 'qwen3.8b' not found (status code: 404),,,,,,
