question,reference_answer,answer,latency_seconds,success,error_message
"List all companies located in Troup County and include their Category, EV Supply Chain Role, and Employment.",,"**General Automotive**
- PPG Industries Inc. | Category: Tier 1 | Employment: 120
- Stryten Energy | Category: Tier 1 | Employment: 50
- PAI Industries Inc. | Category: Tier 1 | Employment: 198
- ADVICS Manufacturing Georgia LLC | Category: Tier 2/3 | Employment: 150

**Materials**
- Aurubis | Category: Tier 2/3 | Employment: 400

**General Automotive**
- Bonnell Aluminum | Category: Tier 2/3 | Employment: 266",2.94,True,
Which counties have the highest number of Tier 1 suppliers? Return the county counts and the top 5 counties.,,"The provided evidence does not specify the counties where the Tier 1 suppliers are located. Therefore, it's not possible to determine which counties have the highest number of Tier 1 suppliers based on the given information.",1.33,True,
Show all companies located in Gwinnett County and include their Industry Group and Product / Service.,,"**General Automotive**
- Arising Industries Inc. | Category: Tier 2/3 | Product / Service: Rubber powders for tires
- Continental Tire the Americas LLC | Category: Tier 2/3 | Product / Service: Automotive gaskets and parts, protective film applications
- Grudem | Category: Tier 2/3 | Product / Service: Sensors for mobile hydraulic applications

**Charging Infrastructure**
- Morgan Corp. | Category: Tier 1 | Product / Service: Engine components, turbochargers, exhaust parts and other automotive parts

**Vehicle Protection and Interior Comfort Products**
- MAT Heavy Duty | Category: Tier 1 | Product / Service: Vehicle protection and interior comfort products

**Ventvisors, Hood Shields, Floor Mats, Automotive Accessories**
- Michelin Tread Technologies | Category: Tier 1 | Product / Service: Ventvisors, hood shields, floor mats, automotive accessories",4.01,True,
Identify all companies in Hall County and list their Primary Facility Type and EV / Battery Relevant status.,,There is no information provided about companies located in Hall County based on the given evidence. The evidence does not include any entries for companies in Hall County.,1.07,True,
Which cities have both Tier 1 and Tier 2/3 companies present? Provide the city names and the matching companies.,,"Based on the provided evidence, there is no specific city information listed to determine which cities have both Tier 1 and Tier 2/3 companies present. The data only provides company names under different EV Supply Chain Roles without specifying their locations. Therefore, it's not possible to answer this question with the given information.",2.01,True,
Find the counties that contain at least one Battery Pack company and list the Battery Pack companies in each county.,,"**Stephens County**
- F&P Georgia Manufacturing

**Decatur County**
- Hollingsworth & Vose Co.

**Henry County**
- Hyundai Motor Group

**Jackson County**
- IMMI",1.29,True,
Which county has the highest total Employment across all companies? Provide the county and the summed Employment.,,Coweta County has the highest total Employment across all companies with a summed Employment of 1900. The companies located in Coweta County are Teklas USA (Employment: 1800) and Robert Bosch LLC (Employment: 100).,1.66,True,
Compute total Employment by EV Supply Chain Role for companies located in Fulton County.,,"General Automotive: SRG Global Inc., Elan Technology Inc., Sewon America Inc.
Total Employment: 240 (60 + 160 + 80)",1.32,True,
List companies whose Location is reported as Georgia (or Georgia (facility presence)) and summarize their Category and EV Supply Chain Role.,,"**OEM (Footprint)**
- TN Americas Holding Inc.: OEM parent group footprint (EV + HD electrification)
- Toyota Industries Group (TACG-TICA): OEM parent group footprint (electric truck strategy)

**OEM Supply Chain**
- Volvo Group North America: Stamped metal components for OEMs
- Vernay: Stamped and welded assemblies for OEMs
- TI Fluid Systems: Vehicle safety systems OEM (EV + ICE)
- ZF Gainesville LLC: EV thermal management and power electronics

**Tier 2/3**
- ADVICS Manufacturing Georgia LLC: General Automotive",2.84,True,
Show the distribution of companies by County for EV / Battery Relevant = Yes only.,,"**Battery Cell**
- Coweta County: Hitachi Astemo Americas Inc. (723 employees)
- Pembroke, Bryan County: Honda Development & Manufacturing (400 employees)

**Battery Pack**
- McDonough, Henry County: Hyundai Motor Group (164 employees)",1.7,True,
List all companies with Primary Facility Type = Headquarters (including North American,,"The provided evidence does not include any companies with a Primary Facility Type of Headquarters. The information given lists companies by their EV Supply Chain Role and Location but does not specify facility types such as headquarters. Therefore, there are no matches for the requested criteria based on the available data.",1.66,True,
Headquarters) and include their Location and Employment.,,"General Automotive:
- Minebea AccessSolutions USA Inc. | Location: Atlanta, Fulton County | Employment: 400

OEM parent group footprint (EV + HD electrification):
- TN Americas Holding Inc. | Location: Georgia | Employment: 19600

Tier 1 automotive components:
- Valeo | Location: Georgia | Employment: 269

High-voltage EV connectors and electronics:
- Woory Industrial Co. | Location: Georgia | Employment: 87000",2.61,True,
"Which companies have Primary Facility Type = R&D, and what EV Supply Chain Role are they associated with?",,The provided evidence does not contain any companies with a Primary Facility Type of R&D. The information given includes manufacturing and general automotive roles but no specific R&D facility types.,1.26,True,
Show all Manufacturing Plant (or Manufacturing plant) entries and group them by Industry Group.,,"### Vehicle Assembly
- **Teklas USA**
  - Category: OEM
  - EV Supply Chain Role: Vehicle Assembly
  - Product / Service: Golf carts and all-terrain vehicles
  - Location: Coweta County, Georgia
  - Employment: 1800

### OEM parent group footprint (Electric Truck Strategy)
- **Toyota Industries Group (TACG-TICA)**
  - Category: OEM (Footprint)
  - EV Supply Chain Role: OEM parent group footprint (electric truck strategy)
  - Product / Service: Commercial trucks (Freightliner/Western Star) & zero-emission truck programs
  - Location: Georgia
  - Employment: 18100

### OEM parent group footprint (EV + HD Electrification)
- **TN Americas Holding Inc.**
  - Category: OEM (Footprint)
  - EV Supply Chain Role: OEM parent group footprint (EV + HD electrification)
  - Product / Service: Commercial trucks (Volvo/Mack), buses, construction equipment; OEM footprint
  - Location: Georgia
  - Employment: 19600

### Tier 1 Automotive Components
- **Valeo**
  - Category: OEM Supply Chain
  - EV Supply Chain Role: Tier 1 automotive components
  - Product / Service: Automotive body/stamped metal assemblies (Kia/Hyundai supply chain)
  - Location: Georgia
  - Employment: 269

### Interior Trim and Textile Components
- **Wheelabrator Group Inc.**
  - Category: OEM Supply Chain
  - EV Supply Chain Role: Interior trim and textile components
  - Product / Service: Metal stamping & fabrication for automotive/industrial components
  - Location: Georgia
  - Employment: 51

### High-voltage EV Connectors and Electronics
- **Woory Industrial Co.**
  - Category: OEM Supply Chain
  - EV Supply Chain Role: High-voltage EV connectors and electronics
  - Product / Service: Automotive connectors, terminals, sensors, and power/data components
  - Location: Georgia
  - Employment: 87000

### Interior and Exterior Plastic Parts
- **Wabash National Corp.**
  - Category: OEM Supply Chain
  - EV Supply Chain Role: Interior and exterior plastic parts
  - Product / Service: Automotive parts contract manufacturing (assemblies/components)
  - Location: Georgia
  - Employment: 20

### EV and ICE Component Manufacturing
- **Vista Metals Corp.**
  - Category: OEM Supply Chain
  - EV Supply Chain Role: EV and ICE component manufacturing
  - Product / Service: Automotive modules/powertrain components; parts supply
  - Location: Georgia
  - Employment: 1500",11.34,True,
"Among companies with Primary Facility Type containing 'Corporate operations', which ones are EV / Battery Relevant = Yes?",,"There is no company listed in the provided evidence with a Primary Facility Type containing 'Corporate operations'. The companies listed have various EV Supply Chain Roles and do not specify their facility type as 'Corporate operations'. Therefore, there are no matches for the specified criteria.",1.57,True,
"Identify companies with Primary Facility Type containing both Engineering and Manufacturing, and list their Product / Service.",,"The provided evidence does not contain information about companies with a Primary Facility Type containing both Engineering and Manufacturing. Therefore, there are no matches to list based on the given criteria.",1.26,True,
"For each Primary Facility Type, compute the average Employment.",,"For each EV Supply Chain Role, the average Employment is as follows:

Materials:
- Blue Bird Corp.: 275
- Bosch (Automotive Division): 250
- Daesol Ausys: 97
Average Employment for Materials = (275 + 250 + 97) / 3 ≈ 214

General Automotive:
- DaeChang Seat Company: 135
- Denkai America: 50
- GLOVIS Georgia LLC: 90
- Peterson Spring: 150
- TI Fluid Systems: 80
Average Employment for General Automotive = (135 + 50 + 90 + 150 + 80) / 5 = 107

Note: The average is calculated based on the provided evidence.",3.92,True,
Which EV Supply Chain Role has the highest average Employment among Tier 1 suppliers?,,"The provided evidence does not include employment numbers, so it is impossible to determine which EV Supply Chain Role has the highest average Employment among Tier 1 suppliers.",1.13,True,
List Tier 2/3 suppliers with Employment >= 500 and provide their Location and Product / Service.,,"Grouped by EV Supply Chain Role:
- General Automotive:
  - ADVICS Manufacturing Georgia LLC (Location: Georgia)
  - ALBAform Inc. (Location: Georgia)
  - AVS (Location: Georgia)
  - Ajin Georgia (Location: Georgia)
  - Anovion Technologies (Location: Georgia)
  - Apache Mills Inc. (Location: Georgia)
  - Aptiv (Location: Georgia)
  - Archer Aviation Inc. (Location: Georgia)
  - Arising Industries Inc. (Location: Georgia)
  - Big Tex Trailer Manufacturing Inc. (Location: Georgia)
  - Bonnell Aluminum (Location: Georgia)
  - Bosal Industries Georgia (Location: Georgia)
  - Carcoustics USA (Location: Georgia)
  - Continental Automotive (Location: Georgia)
  - Continental Tire the Americas LLC (Location: Georgia)
  - DaeChang Seat Company (Location: Georgia)
  - Daesol Material Georgia, LLC (Location: Georgia)
  - Daimler Truck North America (Location: Georgia)
  - DeKalb Tool & Die Inc. (Location: Georgia)
  - Decostar Industries (Location: Georgia)
  - Denkai America (Location: Georgia)
  - Denso Manufacturing Georgia (Location: Georgia)
  - Die-Tech Industries Inc. (Location: Georgia)
  - Dinex Emissions Inc. (Location: Georgia)
  - Dongwon Autopart Technology Georgia LLC (Location: Georgia)
  - Dorsett Industries Inc. (Location: Georgia)
  - Down 2 Earth Trailers (Location: Georgia)
  - Duckyang (Location: Georgia)
  - Eaton Corp. (Location: Georgia)
  - Ecoplastic America Corporation (Location: Georgia)
  - Ecoplastic Corporation (Location: Georgia)
  - Elan Technology Inc. (Location: Georgia)
  - Enchem America Inc. (Location: Georgia)
  - Enplas USA Inc. (Location: Georgia)
  - Erdrich USA Inc. (Location: Georgia)
  - FOX Factory (Location: Georgia)
  - FREYR Battery (Location: Georgia)
  - Flambeau Inc. (Location: Georgia)
  - Freudenberg-NOK (Location: Georgia)
  - GEDIA Georgia LLC (Location: Georgia)
  - GLOVIS Georgia LLC (Location: Georgia)
  - Global Powertrain Systems LLC (Location: Georgia)
  - Goodyear Tire & Rubber Co. (Location: Georgia)
  - Great Dane LP (Location: Georgia)
  - Great Dane Trailers (Location: Georgia)
  - Grudem (Location: Georgia)
  - HELLA Automotive Sales Inc. (Location: Georgia)
  - HEXPOL Compounding Corp. (Location: Georgia)
  - Haering Precision USA LP (Location: Georgia)
  - Hanon Systems USA LLC (Location: Georgia)

- Materials:
  - Ascend Elements (Location: Georgia)
  - Aspen Aerogels (Location: Georgia)
  - Aurubis (Location: Georgia)
  - Beaver Manufacturing Co. Inc. (Location: Georgia)
  - Blue Bird Corp. (Location: Georgia)
  - Blue Ridge Manufacturing (Location: Georgia)
  - Boogook Industries (Location: Georgia)
  - Bosch (Automotive Division) (Location: Georgia)
  - Bridgestone Bandag (Location: Georgia)
  - Club Car LLC (Location: Georgia)
  - Constellium Automotive USA (Location: Georgia)
  - DAEHAN Solution Georgia LLC (Location: Georgia)
  - DAS Corp. (Location: Georgia)
  - Daesol Ausys (Location: Georgia)
  - EVCO Plastics (Location: Georgia)
  - Fanello Industries Inc. (Location: Georgia)
  - First American Resources (Location: Georgia)
  - Haering Precision USA LP (Location: Georgia)
  - SungEel Recycling Park Georgia (Location: Georgia)

- Power Electronics:
  - GSC Steel Stamping LLC (Location: Georgia)

- Thermal Management:
  - Freudenberg-NOK (Location: Georgia)

Note: The provided evidence does not specify employment numbers, so it's incomplete for answering the question about companies with Employment >= 500.",16.55,True,
Find Tier 1/2 companies with EV / Battery Relevant = Yes and show their Primary OEMs.,,"Battery Cell:
- Hitachi Astemo Americas Inc.
- Honda Development & Manufacturing

Battery Pack:
- F&P Georgia Manufacturing
- Hollingsworth & Vose Co.
- Hyundai Motor Group
- IMMI

Charging Infrastructure:
- Morgan Corp.

General Automotive:
- Fouts Brothers Fire Equipment
- Hitachi Astemo
- Hwashin
- Hyundai & LG Energy Solution (LGES)
- Hyundai Industrial Co.
- Hyundai MOBIS (Georgia)
- Hyundai Transys Georgia Seating Systems
- IMS Gear Georgia Inc.
- Inalfa Roof Systems Inc.
- JAC Products Inc.
- JTEKT North America Corp.
- Jefferson Southern Corp.
- Jefferson Southern Corporation
- Joon Georgia, Inc.
- KTX America Corporation
- Kautex Inc.
- Kumho Tire USA Inc.
- Kyungshin America Corp.
- Lark United Manufacturing Inc.
- Lear Corporation
- Lehigh Technologies Inc.
- Linde + Wiemann
- Lund International Inc.
- Lund International Inc./Ventshade Division
- Lyle Industries Inc.
- Lyle Industries Inc.
- MAT Heavy Duty
- Mack Trucks
- Magna International
- Mando America Corp.
- Master Craft Engineering Inc.
- Maxxis International USA
- Mercedes-Benz USA LLC
- Michelin Tread Technologies
- Milliken & Co./Valway Plant
- Minebea AccessSolutions USA Inc.
- Mobis Alabama LLC
- MollerTech LLC
- Murata Electronics North America Inc.
- NIFCO KTW America Corp.
- NVH Korea
- Neaton Rome Inc.
- Nidec Elesys Americas Corp.
- Nile Automotive
- Nisshinbo Automotive Manufacturing Inc.
- Nivel Parts & Manufacturing Co. LLC
- Novelis Inc.
- Novelis Inc.
- OTR Wheel Engineering Inc.
- Oneda Corp.
- PAI Industries Inc.
- PIOLAX Corp.
- PPG Industries Inc.
- Paccar
- Pak-Lite Inc.
- Panasonic Automotive Systems Co.
- Panduit Corp.
- Perkins Small Engines LLC
- Peterson Spring
- Piedmont Automotive Products Inc.
- Pirelli Tire North America LLC
- Porsche Cars North America Inc.
- Propex Operating Co. LLC
- QSR Inc.
- Racemark International LLC
- RealTruck
- Rivian Automotive
- Robert Bosch LLC
- SAFT America Inc.
- SHIROKI North America Inc
- SKF USA Inc.
- SRG Global Inc.
- Sejong Georgia LLC
- Seohan Auto USA
- Seoyon E-HWA
- Seoyon E-Hwa Interior Systems
- Sewon America Inc.
- Sewon America Inc.
- Sewon America Inc.
- Solvay Specialty Polymers USA LLC
- Southern Switches Corp.
- Stryten Energy
- Suhner Manufacturing Corp.

Materials:
- PHA Body Systems LLC
- Panasonic Automotive Systems Co.
- SK Battery America
- Sumitomo Electric Wiring Systems

Thermal Management:
- Hyundai Transys Georgia Powertrain
- Novelis Inc.
- Peerless-Winsmith Inc.

Vehicle Assembly:
- Kia Georgia Inc.
- Superior Essex Inc.
- Suzuki Manufacturing of America Corp.
- TCI Powder Coatings
- TDK Components USA Inc.
- TE Connectivity
- Teklas USA
- Textron Specialized Vehicles
- Thermal Ceramics Inc.
- Thomson Plastics Inc.

Vehicle safety systems OEM (EV + ICE):
- TI Fluid Systems",14.13,True,
"Among Materials companies, which ones are EV / Battery Relevant = Yes versus Indirect? Provide counts and company lists.",,"Based on the provided evidence, companies under the Materials role are not further categorized into ""EV / Battery Relevant = Yes"" or ""Indirect."" The list of materials companies is as follows:

Materials:
- Ascend Elements
- Aspen Aerogels
- Aurubis
- Beaver Manufacturing Co. Inc.
- Blue Bird Corp.
- Blue Ridge Manufacturing
- Boogook Industries
- Bosch (Automotive Division)
- Bridgestone Bandag
- Club Car LLC
- Constellium Automotive USA
- DAEHAN Solution Georgia LLC
- DAS Corp.
- Daesol Ausys
- EVCO Plastics
- Fanello Industries Inc.
- First American Resources
- Haering Precision USA LP
- PHA Body Systems LLC
- Panasonic Automotive Systems Co.
- SK Battery America
- Sumitomo Electric Wiring Systems
- SungEel Recycling Park Georgia

Count of Materials companies: 25",3.81,True,
"Which Industry Group has the largest number of companies in the dataset, and what are the top 3 Industry Groups by count?",,"The dataset does not explicitly categorize companies into Industry Groups, but it groups them by EV Supply Chain Role. Based on this grouping:

1. **General Automotive** has the largest number of companies:
   - Lear Corporation
   - DaeChang Seat Company
   - Ecoplastic America Corporation
   - Ecoplastic Corporation

2. The top 3 Industry Groups (EV Supply Chain Roles) by count are all tied with one company each:
   - **Materials**
     - EVCO Plastics
     - Bosch (Automotive Division)
     - Daesol Ausys

Since the evidence does not provide a direct Industry Group classification, these roles serve as the closest grouping available.",3.27,True,
"Within the Industry Group 'Electronic and Other Electrical Equipment and Components', list the companies and their EV Supply Chain Role.",,"Within the Industry Group 'Electronic and Other Electrical Equipment and Components', the companies and their EV Supply Chain Roles are:

- Yamaha Motor Manufacturing Corp.: Advanced electrical architecture for EVs
- Woory Industrial Co.: High-voltage EV connectors and electronics

Note: The provided evidence does not specify all companies under the exact industry group 'Electronic and Other Electrical Equipment and Components'. The listed companies are inferred based on their product/service relevance to electronic components.",2.29,True,
