run_name,provider,model_name,rag_enabled,question,reference_answer,reference_source,answer,latency_seconds,success,error_message,answer_accuracy,faithfulness,response_groundedness,context_precision,context_recall,grounded_claim_ratio,unsupported_claim_ratio,contradicted_claim_ratio,overall_metric_score_pct
qwen_rag,ollama,qwen2.5:14b,True,Identify the primary products and services associated with Sewon America Inc. across its different operational sites in Georgia.,"Sewon America Inc. offers different products and services across its Georgia locations Atlanta, Fulton County: Automotive aftermarket parts Athens, Clarke County: Motor vehicle engines and parts Marietta, Cobb County: Fire truck bodies",golden,"EV Supply Chain Role: General Automotive | Company: Sewon America Inc. | Updated Location: Marietta, Cobb County | Employment: 75",0.97,True,,0.25,1.0,0.75,1.0,0.0,1.0,0.0,0.0,63.000000000000014
qwen_rag,ollama,qwen2.5:14b,True,List all Tier 2/3 companies in Georgia with primary involvement in the electric vehicle or battery supply chain and specify their respective roles.,There are 3 companies with primary involvement in the electric vehicle or battery supply chain. Duckyang | Role: General Automotive GSC Steel Stamping LLC | Role: Power Electronics Enchem America Inc. | Role: General Automotive,golden,"**General Automotive**
- GLOVIS Georgia LLC
- DeKalb Tool & Die Inc.
- Continental Tire the Americas LLC

**Materials**
- Bosch (Automotive Division)
- Blue Bird Corp.",1.12,True,,0.0,0.8571,0.5,0.8333,0.0,0.8571,0.1429,0.0,45.998400000000004
qwen_rag,ollama,qwen2.5:14b,True,"Show the full supplier network linked to Rivian Automotive in Georgia, broken down by tier and EV Supply Chain Role.",There are 5 companies linked to Rivian Automotive in Georgia. Duckyang [Tier 2/3] | Role: General Automotive Enchem America Inc. [Tier 2/3] | Role: General Automotive GSC Steel Stamping LLC [Tier 2/3] | Role: Power Electronics Hyundai Transys Georgia Powertrain [Tier 1/2] | Role: Thermal Management Racemark International LLC [Tier 1] | Role: General Automotive,golden,"Tier 1:
- Rivian Automotive | EV Supply Chain Role: General Automotive

Tier 2:
- Racemark International LLC | EV Supply Chain Role: General Automotive

No additional tiers linked to Rivian Automotive are provided in the given evidence.",1.29,True,,0.0,0.6,0.5,0.9484,0.0,0.6,0.4,0.0,40.1808
qwen_rag,ollama,qwen2.5:14b,True,"Which Georgia companies produce battery materials such as anodes, cathodes, electrolytes, or copper foil, and what tier are they classified as?","There are 6 Georgia companies producing battery materials such as anodes, cathodes, electrolytes, or copper foil. Down 2 Earth Trailers [Tier 2/3] Duckyang [Tier 2/3] Enplas USA Inc. [Tie 2/3] F&P Georgia Manufacturing [Tier 1/2] Hollingsworth & Vose Co. [Tier 1/2] IMMI [Tier 1/2]",golden,"EVCO Plastics | Tier 2/3 | Materials  
DAEHAN Solution Georgia LLC | Tier 2/3 | Materials  
SungEel Recycling Park Georgia | Tier 2/3 | Materials  
Ascend Elements | Tier 2/3 | Materials  
Aspen Aerogels | Tier 2/3 | Materials",1.67,True,,0.0,0.8,0.5,0.1964,0.0,0.8,0.2,0.0,36.756800000000005
qwen_rag,ollama,qwen2.5:14b,True,Identify all Georgia companies with an EV Supply Chain Role related to wiring harnesses and show their Primary OEMs.,There are 2 Georgia companies with an EV Supply Chain Role related to wiring harnesses. WIKA USA | Primary OEMs: not listed Woodbridge Foam Corp. | Primary OEMs: not listed,golden,"Woodbridge Foam Corp. | Primary OEMs: n/a  
Woory Industrial Co. | Primary OEMs: n/a  
Yazaki North America | Primary OEMs: n/a",1.33,True,,0.5,0.0,0.0,0.125,0.0,0.0,1.0,0.0,19.500000000000004
qwen_rag,ollama,qwen2.5:14b,True,Find Georgia-based Tier 1 or Tier 1/2 suppliers capable of producing battery electrolytes or lithium-ion battery materials with existing OEM contracts.,There are 6 Georgia Tier 1 or 1/2 suppliers capable of producing battery electrolytes or lithium-ion battery materials. F&P Georgia Manufacturing [Tier 1/2] | OEMs: Hyundai Kia Hitachi Astemo Americas Inc. [Tier 1/2] | OEMs: Hyundai Kia Hollingsworth & Vose Co. [Tier 1/2] | OEMs: Hyundai Kia Honda Development & Manufacturing [Tier 1/2] | OEMs: Hyundai Kia Hyundai Motor Group [Tier 1/2] | OEMs: Hyundai Kia IMMI [Tier 1/2] | OEMs: Hyundai Kia,golden,No Georgia-based Tier 1 or Tier 1/2 suppliers capable of producing battery electrolytes or lithium-ion battery materials with existing OEM contracts are listed in the provided evidence.,1.08,True,,0.0,1.0,0.25,0.5833,0.0,1.0,0.0,0.0,42.9996
qwen_rag,ollama,qwen2.5:14b,True,Which Georgia companies manufacture high-voltage wiring harnesses or EV electrical distribution components suitable for BEV platforms?,There are 2 Georgia companies manufacturing high-voltage wiring harnesses or EV electrical distribution components suitable for BEV platforms WIKA USA Woodbridge Foam Corp.,golden,"Company: WIKA USA | Category: OEM Supply Chain | EV Supply Chain Role: HV and LV wiring harnesses for EVs and ICE vehicles | Updated Location: Georgia | Employment: 250000

Company: Yachiyo Manufacturing of America LLC | Category: OEM Supply Chain | EV Supply Chain Role: ev electrical distribution | Updated Location: Georgia",1.74,True,,0.75,1.0,1.0,0.622,0.0,1.0,0.0,0.0,76.46400000000003
qwen_rag,ollama,qwen2.5:14b,True,Identify Georgia Tier 2/3 companies in the Electronic and Electrical Equipment industry group that could be upgraded to supply EV power electronics.,No Georgia Tier 2/3 companies are classified under the Electronic and Other Electrical Equipment industry group.,golden,"Hyundai Transys Georgia Seating Systems | Electronic and Other Electrical Equipment and Components
Hyundai Transys Georgia Powertrain | Electronic and Other Electrical Equipment and Components",0.97,True,,0.0,1.0,1.0,0.5012,0.0,1.0,0.0,0.0,54.014399999999995
qwen_rag,ollama,qwen2.5:14b,True,Find Georgia-based companies that manufacture copper foil or electrodeposited materials suitable for EV battery current collectors.,There is 1 company in Georgia specifically identified for the manufacture of materials suitable for EV battery current collectors: Duckyang,golden,"EV Supply Chain Role: Materials

Company: EVCO Plastics | Updated Location: Augusta, Richmond County | Employment: 125

Company: DAEHAN Solution Georgia LLC | Updated Location: Covington, Newton County | Employment: 130

Company: SungEel Recycling Park Georgia | Updated Location: Macon, Bibb County | Employment: 650

Company: Blue Bird Corp. | Updated Location: Elberton, Elbert County | Employment: 275

Company: Blue Ridge Manufacturing | Updated Location: Canton, Cherokee County | Employment: 270",2.66,True,,0.25,0.8333,0.5,0.1429,0.0,0.8333,0.1667,0.0,44.047200000000004
qwen_rag,ollama,qwen2.5:14b,True,"Which Georgia Tier 1/2 companies produce engineered plastics, polymers, or composite materials applicable to EV structural or thermal components?","No Georgia Tier 1/2 companies are explicitly identified as producing engineered plastics, polymers, or composite materials applicable to EV structural or thermal components.",golden,"Materials:
- SK Battery America | Tier 1 | Hartwell, Hart County | Employment: 75
- Daesol Ausys | Tier 2/3 | Marietta, Cobb County | Employment: 97
- EVCO Plastics | Tier 2/3 | Augusta, Richmond County | Employment: 125",1.7,True,,0.0,0.75,0.5,0.5,1.0,0.75,0.25,0.0,51.000000000000014
qwen_rag,ollama,qwen2.5:14b,True,Find Georgia suppliers with existing Hyundai Kia contracts that could be expanded to support Hyundai Metaplant's EV battery production ramp-up.,There are 12 companies with existing Hyundai Kia contracts that could be expanded to support Hyundai Metaplant's EV battery production ramp-up. F&P Georgia Manufacturing Duckyang GSC Steel Stamping LLC Hitachi Astemo Americas Inc. Hollingsworth & Vose Co. Honda Development & Manufacturing Hyundai Motor Group Hyundai Transys Georgia Powertrain IMMI Enchem America Inc. Racemark International LLC Superior Essex Inc.,golden,"No specific companies with existing Hyundai Kia contracts were listed in the provided evidence. The following Georgia suppliers could potentially support Hyundai Metaplant's EV battery production ramp-up based on their roles and locations:

Thermal Management:
- Hyundai Transys Georgia Powertrain | Dublin, Laurens County | Employment: 130

Battery Pack:
- F&P Georgia Manufacturing | Toccoa, Stephens County | Employment: 104

General Automotive:
- Hyundai Transys Georgia Seating Systems | Marietta, Cobb County | Employment: 110
- Joon Georgia, Inc. | Troup County | Employment: 900",2.73,True,,0.5,0.8889,0.5,0.925,0.0,0.8889,0.0,0.1111,61.989200000000025
qwen_rag,ollama,qwen2.5:14b,True,"Identify Georgia companies producing DC-to-DC converters, capacitors, or power electronics components relevant to EV drivetrains and what tier is each assigned?","There are 3 Georgia companies producing DC-to-DC converters, capacitors, or power electronics components relevant to EV drivetrains. GSC Steel Stamping LLC [Tier 2/3] Hyundai MOBIS (Georgia) [Tier 1/2] Hyundai Transys Georgia Seating Systems [Tier 1/2]",golden,"**Power Electronics Components Relevant to EV Drivetrains**

- **Tier 2/3**
  - GSC Steel Stamping LLC | Updated Location: Gainesville, Hall County | Employment: 350

**General Automotive**

- Hyundai Transys Georgia Seating Systems | Category: Tier 1/2 | Updated Location: Marietta, Cobb County | Employment: 110",1.84,True,,0.75,0.6,,0.7345,0.0,0.6,0.4,0.0,60.2547619047619
qwen_rag,ollama,qwen2.5:14b,True,"Which Georgia companies provide powder coating-related products or services, and what tier are they classified under?",There is only 1 company that provides powder coating-related products or services Archer Aviation Inc. | Category: Tier 2/3,golden,No Georgia companies specifically provide powder coating-related products or services based on the provided evidence. The list includes companies but does not specify their EV Supply Chain Role or product/service details relevant to powder coating.,1.16,True,,0.0,0.5,0.0,0.125,0.0,0.5,0.5,0.0,19.5
qwen_rag,ollama,qwen2.5:14b,True,"Which Georgia companies manufacture battery parts or enclosure systems and are classified as Tier 1/2, making them ready for direct OEM engagement and show which Primary OEMs they are linked to.","There are 6 Georgia companies manufacturing battery parts or enclosure systems and are classified as Tier 1/2, making them ready for direct OEM engagement. F&P Georgia Manufacturing | OEMs: Hyundai Kia Hitachi Astemo Americas Inc. | OEMs: Hyundai Kia Hollingsworth & Vose Co. | OEMs: Hyundai Kia Honda Development & Manufacturing | OEMs: Hyundai Kia Hyundai Motor Group | OEMs: Hyundai Kia IMMI | OEMs: Hyundai Kia",golden,"The provided evidence does not contain specific information about companies manufacturing battery parts or enclosure systems and their classification as Tier 1/2, nor does it include details on Primary OEMs. Therefore, I cannot provide a direct answer based on the given data. The workbook evidence is incomplete for this question.",1.31,True,,0.0,0.0,0.0,0.7546,0.0,0.0,1.0,0.0,13.0552
qwen_rag,ollama,qwen2.5:14b,True,Find Tier 2/3 Georgia-based suppliers with employment over 300 that are classified as General Automotive but produce components transferable to EV platforms.,There are 8 Tier 2/3 Georgia-based suppliers with employment over 300 that are classified as General Automotive but produce components transferable to EV platforms. Arising Industries Inc. | Employment: 582 Dinex Emissions Inc. | Employment: 500 ACM Georgia LLC | Employment: 400 Dongwon Autopart Technology Georgia LLC | Employment: 315 FOX Factory | Employment: 345 AVS | Employment: 310 Flambeau Inc. | Employment: 700 Grudem | Employment: 807,golden,"Dorsett Industries Inc. | Employment: 300

The provided evidence does not include information about Tier classification, General Automotive industry group, or EV platform component production capabilities. Therefore, it's incomplete for determining if the companies meet all criteria specified in the question.",1.37,True,,0.0,0.6667,0.0,0.1429,0.0,0.6667,0.3333,0.0,24.382399999999997
qwen_rag,ollama,qwen2.5:14b,True,Identify Georgia Tier 2/3 companies in the Chemicals and Allied Products industry group and list their products.,There are 2 Georgia Tier 2/3 companies in Chemicals and Allied Products industry group. Archer Aviation Inc. | Product: Powder coatings for automotive and other industries Arising Industries Inc. | Product: Rubber powders for tires,golden,Company: Archer Aviation Inc. | Industry Group: Chemicals and Allied Products,0.67,True,,0.5,0.0,0.0,0.325,0.0,0.0,1.0,0.0,21.900000000000002
qwen_rag,ollama,qwen2.5:14b,True,"Which EV Supply Chain Roles in Georgia are served by only a single company, creating a single-point-of-failure risk for the state's EV ecosystem?","There are 28 Supply Chain Roles in Georgia served by only a single company, creating a single-point-of-failure risk for the state's EV ecosystem Role: Advanced electrical architecture for EVs | Only company: Yamaha Motor Manufacturing Corp. Role: Body and chassis components for EV and ICE OEMs | Only company: Vanguard National Trailer Corp. Role: Charging Infrastructure | Only company: Morgan Corp. Role: EV and ICE component manufacturing | Only company: Vista Metals Corp. Role: EV and ICE powertrain and HVAC components | Only company: Voestalpine Automotive Body Parts Inc. Role: EV body, powertrain, and thermal components | Only company: ZF Gainesville LLC Role: EV electrical distribution and interior systems | Only company: Yachiyo Manufacturing of America LLC Role: EV sensors, braking, and control systems | Only company: YKK USA Inc. Role: EV thermal management and power electronics | Only company: ZF Gainesville LLC Role: EV thermal systems and electronics | Only company: ZF Gainesville LLC Role: EV wiring harnesses and power distribution | Only company: Woodbridge Foam Corp. Role: HV and LV wiring harnesses for EVs and ICE vehicles | Only company: WIKA USA Role: High‑voltage EV connectors and electronics | Only company: Woory Industrial Co. Role: Interior and exterior plastic parts | Only company: Wabash National Corp. Role: Interior trim and textile components | Only company: Wheelabrator Group Inc. Role: Machined components supporting EV and ICE vehicles | Only company: Trenton Pressing Inc. Role: OEM corporate and engineering footprint (electrification) | Only company: Tie Down Engineering Role: OEM corporate footprint and supplier integration | Only company: Trenton Pressing Role: OEM corporate footprint influencing EV strategy | Only company: TI Fluid Systems Role: OEM parent group footprint (EV + HD electrification) | Only company: TN Americas Holding Inc. Role: OEM parent group footprint (electric truck strategy) | Only company: Toyota Industries Group (TACG-TICA) Role: Plastic components for EV and ICE vehicles | Only company: Volvo Cars USA Role: Power Electronics | Only company: GSC Steel Stamping LLC Role: Power electronics, sensors, and EV systems | Only company: Yazaki North America Role: Stamped and welded assemblies for OEMs | Only company: Vernay Role: Stamped metal components for OEMs | Only company: Volvo Group North America Role: Tier 1 automotive components | Only company: Valeo Role: Vehicle safety systems OEM (EV + ICE) → Only company: TI Fluid Systems",golden,"- OEM parent group footprint (EV + HD electrification): TN Americas Holding Inc. 
- OEM parent group footprint (electric truck strategy): Toyota Industries Group (TACG-TICA)
- OEM corporate footprint and supplier integration: Trenton Pressing
- Machined components supporting EV and ICE vehicles: Trenton Pressing Inc.",1.85,True,,0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.0,74.00000000000001
qwen_rag,ollama,qwen2.5:14b,True,"Which Georgia Battery Cell or Battery Pack suppliers are sole-sourced by a specific OEM, indicating high dependency risk?","There are 6 Georgia Battery Cell or Battery Pack suppliers that are sole-sourced by a specific OEM, indicating high dependency risk. • F&P Georgia Manufacturing | Role: Battery Pack | Primary OEM: Hyundai Kia • Hitachi Astemo Americas Inc. | Role: Battery Cell | Primary OEM: Hyundai Kia • Hollingsworth & Vose Co. | Role: Battery Pack | Primary OEM: Hyundai Kia • Honda Development & Manufacturing | Role: Battery Cell | Primary OEM: Hyundai Kia • Hyundai Motor Group | Role: Battery Pack | Primary OEM: Hyundai Kia • IMMI | Role: Battery Pack | Primary OEM: Hyundai Kia",golden,"Battery Cell:
- Hitachi Astemo Americas Inc. | Employment: 723
- Honda Development & Manufacturing | Employment: 400

Battery Pack:
- F&P Georgia Manufacturing | Employment: 104",1.31,True,,0.25,0.6,0.5,1.0,0.0,0.6,0.4,0.0,47.800000000000004
qwen_rag,ollama,qwen2.5:14b,True,"For Hyundai Metaplant, how many of its Georgia-based EV component suppliers have fewer than 200 employees, flagging potential capacity fragility?","For Hyundai Metaplant, there are 6 Georgia-based EV component suppliers with less than 200 employees, flagging potential capacity fragility. Enchem America Inc. | Employment: 155 F&P Georgia Manufacturing | Employment: 104 Hyundai Motor Group | Employment: 164 Hyundai Transys Georgia Powertrain | Employment: 130 IMMI | Employment: 100 Racemark International LLC | Employment: 120",golden,"The provided evidence does not contain information about Hyundai Metaplant's Georgia-based EV component suppliers or their employee numbers. Therefore, it is impossible to determine how many of its Georgia-based EV component suppliers have fewer than 200 employees based on the given data. The workbook evidence lacks this specific detail.",1.59,True,,0.0,1.0,0.0,0.4125,0.0,1.0,0.0,0.0,36.949999999999996
qwen_rag,ollama,qwen2.5:14b,True,"Identify Georgia Tier 2/3 suppliers that are EV Relevant, classified as General Automotive, and provide materials to Battery Cell or Battery Pack companies, suggesting supply chain misalignment risk.","There are 2 Georgia Tier 2/3 suppliers that are EV Relevant, classified as General Automotive, and provide materials to Battery Cell or Battery Pack companies, suggesting supply chain misalignment risk. Duckyang | OEMs: Hyundai Kia Rivian Enchem America Inc. | OEMs: Hyundai Kia Rivian",golden,"General Automotive: Ecoplastic America Corporation | Updated Location: Greensboro, Greene County | Employment: 200
General Automotive: DeKalb Tool & Die Inc. | Updated Location: Calhoun, Gordon County | Employment: 70
General Automotive: GLOVIS Georgia LLC | Updated Location: Dublin, Laurens County | Employment: 90

Materials: DAEHAN Solution Georgia LLC | Updated Location: Covington, Newton County | Employment: 130
Materials: SungEel Recycling Park Georgia | Updated Location: Macon, Bibb County | Employment: 650

Note: The companies listed under ""General Automotive"" do not provide materials to Battery Cell or Battery Pack companies and thus do not suggest supply chain misalignment risk. Only the companies listed under ""Materials"" potentially have a supply chain misalignment risk if they are providing materials to Battery Cell or Battery Pack companies, but this is not specified in the provided evidence.",3.96,True,,0.0,0.5714,0.5,0.0,0.0,0.5714,0.4286,0.0,27.999199999999995
qwen_rag,ollama,qwen2.5:14b,True,Identify all Georgia-based Tier 1/2 automotive suppliers that maintain a diversified customer base (serving 'Multiple OEMs').,There are 11 Georgia-based Tier 1/2 automotive suppliers that maintain a diversified customer base. Fouts Brothers Fire Equipment Hitachi Astemo Hwashin Hyundai & LG Energy Solution (LGES) IMS Gear Georgia Inc. JAC Products Inc. Hyundai Industrial Co. Hyundai MOBIS (Georgia) Hyundai Transys Georgia Seating Systems Inalfa Roof Systems Inc. Jefferson Southern Corp.,golden,"IMS Gear Georgia Inc. | Category: Tier 1/2 | EV Supply Chain Role: General Automotive | Updated Location: Fayetteville, Fayette County | Employment: 100

Hyundai MOBIS (Georgia) | Category: Tier 1/2 | EV Supply Chain Role: General Automotive | Updated Location: Fayetteville, Fayette County | Employment: 170

Hyundai Transys Georgia Seating Systems | Category: Tier 1/2 | EV Supply Chain Role: General Automotive | Updated Location: Marietta, Cobb County | Employment: 110

F&P Georgia Manufacturing | Category: Tier 1/2 | EV Supply Chain Role: Battery Pack | Updated Location: Toccoa, Stephens County | Employment: 104",3.21,True,,0.5,0.75,0.5,0.9107,0.0,0.75,0.25,0.0,57.92840000000001
qwen_rag,ollama,qwen2.5:14b,True,Identify Georgia companies in the Thermal Management or Power Electronics role with fewer than 200 employees - their small scale may limit surge production capacity.,There are 3 Georgia companies in the Thermal Management or Power Electronics role with fewer than 200 employees. Freudenberg-NOK | Employment: 160 | Role: Thermal Management Hyundai Transys Georgia Powertrain | Employment: 130 | Role: Thermal Management Peerless-Winsmith Inc. | Employment: 160 | Role: Thermal Management,golden,"Based on the provided evidence, there are no companies in Georgia with fewer than 200 employees in the Thermal Management or Power Electronics role. The evidence does not include employee count information for these roles and locations.",1.18,True,,0.0,0.5,0.25,0.6917,0.0,0.5,0.5,0.0,30.3004
