question,reference_answer,answer,latency_seconds,success,error_message
"List all companies located in Troup County and include their Category, EV Supply Chain Role, and Employment.",,"**General Automotive**
- PPG Industries Inc. | Category: Tier 1 | Employment: 120
- Stryten Energy | Category: Tier 1 | Employment: 50
- PAI Industries Inc. | Category: Tier 1 | Employment: 198
- ADVICS Manufacturing Georgia LLC | Category: Tier 2/3 | Employment: 150

**Materials**
- Aurubis | Category: Tier 2/3 | Employment: 400

**General Automotive**
- Bonnell Aluminum | Category: Tier 2/3 | Employment: 266",2.94,True,
Which counties have the highest number of Tier 1 suppliers? Return the county counts and the top 5 counties.,,"The provided evidence does not specify the counties where Tier 1 suppliers are located. Therefore, it's not possible to determine which counties have the highest number of Tier 1 suppliers based on the given information.",1.31,True,
Show all companies located in Gwinnett County and include their Industry Group and Product / Service.,,"**General Automotive**
- Arising Industries Inc. | Category: Tier 2/3 | Product / Service: Rubber powders for tires
- Continental Tire the Americas LLC | Category: Tier 2/3 | Product / Service: Automotive gaskets and parts, protective film applications
- Grudem | Category: Tier 2/3 | Product / Service: Sensors for mobile hydraulic applications

**Charging Infrastructure**
- Morgan Corp. | Category: Tier 1 | Product / Service: Engine components, turbochargers, exhaust parts and other automotive parts

**Vehicle Protection and Interior Comfort Products**
- MAT Heavy Duty | Category: Tier 1 | Product / Service: Vehicle protection and interior comfort products

**Ventvisors, Hood Shields, Floor Mats, Automotive Accessories**
- Michelin Tread Technologies | Category: Tier 1 | Product / Service: Ventvisors, hood shields, floor mats, automotive accessories",4.04,True,
Identify all companies in Hall County and list their Primary Facility Type and EV / Battery Relevant status.,,There is no information provided about companies located in Hall County based on the given evidence. The evidence does not include any entries for companies in Hall County.,1.09,True,
Which cities have both Tier 1 and Tier 2/3 companies present? Provide the city names and the matching companies.,,"The provided evidence does not specify city information for each company, so it's not possible to determine which cities have both Tier 1 and Tier 2/3 companies present based on the given data.",1.61,True,
Find the counties that contain at least one Battery Pack company and list the Battery Pack companies in each county.,,"**Stephens County**
- F&P Georgia Manufacturing

**Decatur County**
- Hollingsworth & Vose Co.

**Henry County**
- Hyundai Motor Group

**Jackson County**
- IMMI",1.3,True,
Which county has the highest total Employment across all companies? Provide the county and the summed Employment.,,Coweta County has the highest total Employment across all companies with a summed Employment of 1900. The companies located in Coweta County are Teklas USA (Employment: 1800) and Robert Bosch LLC (Employment: 100).,1.67,True,
Compute total Employment by EV Supply Chain Role for companies located in Fulton County.,,"General Automotive:
- SRG Global Inc.: 60
- Elan Technology Inc.: 160
- Sewon America Inc.: 80

Total Employment by EV Supply Chain Role ""General Automotive"" for companies located in Fulton County: 300",1.65,True,
List companies whose Location is reported as Georgia (or Georgia (facility presence)) and summarize their Category and EV Supply Chain Role.,,"**OEM (Footprint)**
- TN Americas Holding Inc.: OEM parent group footprint (EV + HD electrification)
- Toyota Industries Group (TACG-TICA): OEM parent group footprint (electric truck strategy)

**OEM Supply Chain**
- Volvo Group North America: Stamped metal components for OEMs
- Vernay: Stamped and welded assemblies for OEMs
- TI Fluid Systems: Vehicle safety systems OEM (EV + ICE)
- ZF Gainesville LLC: EV thermal management and power electronics

**Tier 2/3**
- ADVICS Manufacturing Georgia LLC: General Automotive",2.84,True,
Show the distribution of companies by County for EV / Battery Relevant = Yes only.,,"**Battery Cell**
- Coweta County: Hitachi Astemo Americas Inc. (723 employees)
- Pembroke, Bryan County: Honda Development & Manufacturing (400 employees)

**Battery Pack**
- McDonough, Henry County: Hyundai Motor Group (164 employees)",1.72,True,
